filename,bbox,brob,count_zero,erorr,mean_height,mean_height_nonzero,diff
rgb_20210812_000000_dummy_1824R7_20210812050522Z.jpg,"[172, 176, 164, 116]",10976,0,0.0,262.41,262.41,0.0
rgb_20210812_000000_dummy_1824R7_20210812050018Z.jpg,"[112, 124, 212, 144]",13424,0,0.0,616.93,616.93,0.0
rgb_20210812_000000_dummy_1824R7_20210812050018Z.jpg,"[84, 272, 244, 72]",14576,0,0.0,599.47,599.47,0.0
rgb_20210812_000000_dummy_1824R7_20210812050018Z.jpg,"[232, 156, 204, 104]",11376,0,0.0,242.16,242.16,0.0
rgb_20210812_000000_dummy_1824R7_20210812045515Z.jpg,"[236, 128, 132, 256]",13920,0,0.0,663.41,663.41,0.0
rgb_20210812_000000_dummy_1824R7_20210812045009Z.jpg,"[296, 140, 68, 212]",11376,0,0.0,668.03,668.03,0.0
rgb_20210812_000000_dummy_1824R7_20210812045009Z.jpg,"[412, 140, 196, 112]",12320,0,0.0,215.59,215.59,0.0
rgb_20210812_000000_dummy_1824R7_20210812044503Z.jpg,"[372, 268, 220, 144]",15664,0,0.0,203.54,203.54,0.0
rgb_20210812_000000_dummy_1824R7_20210812044503Z.jpg,"[296, 136, 72, 216]",11440,0,0.0,669.38,669.38,0.0
rgb_20210812_000000_dummy_1824R7_20210812044000Z.jpg,"[388, 252, 208, 176]",15360,0,0.0,202.14,202.14,0.0
rgb_20210812_000000_dummy_1824R7_20210812044000Z.jpg,"[304, 168, 184, 140]",13568,0,0.0,242.51,242.51,0.0
rgb_20210812_000000_dummy_1824R7_20210812044000Z.jpg,"[320, 108, 236, 108]",12960,0,0.0,652.31,652.31,0.0
rgb_20210812_000000_dummy_1824R7_20210812043456Z.jpg,"[332, 120, 92, 240]",14496,0,0.0,607.33,607.33,0.0
rgb_20210812_000000_dummy_1824R7_20210812043456Z.jpg,"[452, 96, 116, 220]",13040,0,0.0,253.62,253.62,0.0
rgb_20210812_000000_dummy_1824R7_20210812043456Z.jpg,"[484, 264, 120, 212]",14080,0,0.0,242.62,242.62,0.0
rgb_20210812_000000_dummy_1824R7_20210812042951Z.jpg,"[328, 280, 184, 140]",12464,0,0.0,228.9,228.9,0.0
rgb_20210812_000000_dummy_1824R7_20210812042951Z.jpg,"[188, 132, 140, 196]",12880,0,0.0,594.33,594.33,0.0
rgb_20210812_000000_dummy_1824R7_20210812042951Z.jpg,"[296, 144, 136, 200]",13632,0,0.0,233.97,233.97,0.0
rgb_20210812_000000_dummy_1824R7_20210812042951Z.jpg,"[488, 256, 112, 204]",13536,0,0.0,220.99,220.99,0.0
rgb_20210812_000000_dummy_1824R7_20210812042448Z.jpg,"[64, 128, 236, 180]",14592,0,0.0,660.93,660.93,0.0
rgb_20210812_000000_dummy_1824R7_20210812042448Z.jpg,"[176, 160, 168, 188]",13376,0,0.0,265.3,265.3,0.0
rgb_20210812_000000_dummy_1824R7_20210812042448Z.jpg,"[336, 280, 204, 120]",13312,0,0.0,231.56,231.56,0.0
rgb_20210812_000000_dummy_1824R7_20210812041943Z.jpg,"[116, 120, 208, 160]",13632,0,0.0,614.57,614.57,0.0
rgb_20210812_000000_dummy_1824R7_20210812041943Z.jpg,"[304, 200, 160, 188]",13904,0,0.0,228.76,228.76,0.0
rgb_20210812_000000_dummy_1824R7_20210812041434Z.jpg,"[448, 188, 168, 156]",13952,0,0.0,203.31,203.31,0.0
rgb_20210812_000000_dummy_1824R7_20210812041434Z.jpg,"[352, 200, 108, 188]",13232,0,0.0,237.3,237.3,0.0
rgb_20210812_000000_dummy_1824R7_20210812040424Z.jpg,"[344, 204, 112, 184]",13120,0,0.0,239.02,239.02,0.0
rgb_20210812_000000_dummy_1824R7_20210812040424Z.jpg,"[244, 140, 220, 136]",13424,0,0.0,219.59,219.59,0.0
rgb_20210812_000000_dummy_1824R7_20210812040424Z.jpg,"[444, 192, 180, 148]",14064,0,0.0,197.84,197.84,0.0
rgb_20210812_000000_dummy_1824R7_20210812035919Z.jpg,"[336, 200, 128, 192]",13440,0,0.0,238.77,238.77,0.0
rgb_20210812_000000_dummy_1824R7_20210812035919Z.jpg,"[136, 200, 212, 160]",15424,0,0.0,251.2,251.2,0.0
rgb_20210812_000000_dummy_1824R7_20210812035919Z.jpg,"[444, 192, 180, 148]",13728,0,0.0,201.48,201.48,0.0
rgb_20210812_000000_dummy_1824R7_20210812035412Z.jpg,"[224, 140, 236, 144]",13696,0,0.0,219.86,219.86,0.0
rgb_20210812_000000_dummy_1824R7_20210812035412Z.jpg,"[328, 200, 136, 188]",13456,0,0.0,236.0,236.0,0.0
rgb_20210812_000000_dummy_1824R7_20210812035412Z.jpg,"[124, 224, 208, 148]",15536,0,0.0,249.38,249.38,0.0
rgb_20210812_000000_dummy_1824R7_20210812034907Z.jpg,"[444, 192, 180, 148]",14256,0,0.0,200.08,200.08,0.0
rgb_20210812_000000_dummy_1824R7_20210812034907Z.jpg,"[32, 200, 116, 196]",12848,0,0.0,270.82,270.82,0.0
rgb_20210812_000000_dummy_1824R7_20210812034402Z.jpg,"[120, 188, 200, 172]",16176,0,0.0,248.16,248.16,0.0
rgb_20210812_000000_dummy_1824R7_20210812034402Z.jpg,"[32, 184, 100, 216]",13248,0,0.0,268.41,268.41,0.0
rgb_20210812_000000_dummy_1824R7_20210812034402Z.jpg,"[224, 144, 228, 148]",13792,0,0.0,220.62,220.62,0.0
rgb_20210812_000000_dummy_1824R7_20210812033845Z.jpg,"[112, 172, 204, 188]",16720,0,0.0,244.5,244.5,0.0
rgb_20210812_000000_dummy_1824R7_20210812033235Z.jpg,"[292, 184, 88, 208]",12368,0,0.0,254.36,254.36,0.0
rgb_20210812_000000_dummy_1824R7_20210812033235Z.jpg,"[116, 172, 192, 188]",16592,0,0.0,262.47,262.47,0.0
rgb_20210812_000000_dummy_1824R7_20210812032620Z.jpg,"[120, 140, 212, 132]",12992,0,0.0,599.59,599.59,0.0
rgb_20210812_000000_dummy_1824R7_20210812032620Z.jpg,"[320, 104, 144, 200]",12064,0,0.0,629.07,629.07,0.0
rgb_20210812_000000_dummy_1824R7_20210812032005Z.jpg,"[400, 312, 176, 140]",13184,0,0.0,226.07,226.07,0.0
rgb_20210812_000000_dummy_1824R7_20210812032005Z.jpg,"[112, 180, 228, 156]",17696,0,0.0,227.17,227.17,0.0
rgb_20210812_000000_dummy_1824R7_20210812032005Z.jpg,"[324, 196, 236, 132]",13664,0,0.0,226.12,226.12,0.0
rgb_20210812_000000_dummy_1824R7_20210812032005Z.jpg,"[352, 116, 168, 144]",11312,0,0.0,260.15,260.15,0.0
rgb_20210812_000000_dummy_1824R7_20210812031407Z.jpg,"[116, 176, 224, 172]",17840,0,0.0,225.29,225.29,0.0
rgb_20210812_000000_dummy_1824R7_20210812031407Z.jpg,"[392, 296, 184, 132]",12400,0,0.0,235.2,235.2,0.0
rgb_20210812_000000_dummy_1824R7_20210812030834Z.jpg,"[116, 176, 224, 172]",17872,0,0.0,226.14,226.14,0.0
rgb_20210812_000000_dummy_1824R7_20210812030834Z.jpg,"[312, 176, 224, 148]",15072,0,0.0,214.21,214.21,0.0
rgb_20210812_000000_dummy_1824R7_20210812030323Z.jpg,"[336, 168, 192, 168]",14784,0,0.0,217.61,217.61,0.0
rgb_20210812_000000_dummy_1824R7_20210812030323Z.jpg,"[116, 176, 224, 172]",17920,0,0.0,227.26,227.26,0.0
rgb_20210812_000000_dummy_1824R7_20210812025814Z.jpg,"[392, 288, 188, 136]",13344,0,0.0,226.41,226.41,0.0
rgb_20210812_000000_dummy_1824R7_20210812025814Z.jpg,"[128, 172, 212, 164]",16912,0,0.0,236.19,236.19,0.0
rgb_20210812_000000_dummy_1824R7_20210812025814Z.jpg,"[320, 152, 212, 176]",15280,0,0.0,216.75,216.75,0.0
rgb_20210812_000000_dummy_1824R7_20210812025307Z.jpg,"[308, 172, 220, 156]",15280,0,0.0,212.33,212.33,0.0
rgb_20210812_000000_dummy_1824R7_20210812024802Z.jpg,"[148, 176, 164, 188]",14480,0,0.0,285.86,285.86,0.0
rgb_20210812_000000_dummy_1824R7_20210812024802Z.jpg,"[308, 152, 204, 180]",15104,0,0.0,219.91,219.91,0.0
rgb_20210812_000000_dummy_1824R7_20210812024254Z.jpg,"[308, 140, 176, 196]",15216,0,0.0,221.57,221.57,0.0
rgb_20210812_000000_dummy_1824R7_20210812024254Z.jpg,"[144, 176, 172, 180]",14416,0,0.0,289.57,289.57,0.0
rgb_20210812_000000_dummy_1824R7_20210812023739Z.jpg,"[296, 112, 76, 240]",13264,0,0.0,607.67,607.67,0.0
rgb_20210812_000000_dummy_1824R7_20210812023739Z.jpg,"[396, 288, 192, 124]",14208,0,0.0,213.18,213.18,0.0
rgb_20210812_000000_dummy_1824R7_20210812023226Z.jpg,"[316, 164, 120, 176]",10896,0,0.0,426.25,426.25,0.0
rgb_20210812_000000_dummy_1824R7_20210812023226Z.jpg,"[384, 256, 196, 160]",15248,0,0.0,205.31,205.31,0.0
rgb_20210812_000000_dummy_1824R7_20210812023226Z.jpg,"[200, 160, 176, 192]",14064,0,0.0,248.8,248.8,0.0
rgb_20210812_000000_dummy_1824R7_20210812022720Z.jpg,"[376, 248, 200, 168]",15632,0,0.0,205.65,205.65,0.0
rgb_20210812_000000_dummy_1824R7_20210812022720Z.jpg,"[208, 156, 116, 196]",13120,0,0.0,254.25,254.25,0.0
rgb_20210812_000000_dummy_1824R7_20210812022720Z.jpg,"[312, 84, 168, 180]",13040,0,0.0,276.26,276.26,0.0
rgb_20210812_000000_dummy_1824R7_20210812022216Z.jpg,"[308, 164, 152, 140]",10496,0,0.0,440.35,440.35,0.0
rgb_20210812_000000_dummy_1824R7_20210812022216Z.jpg,"[140, 208, 204, 108]",12352,0,0.0,221.96,221.96,0.0
rgb_20210812_000000_dummy_1824R7_20210812021713Z.jpg,"[368, 276, 204, 112]",14480,0,0.0,211.29,211.29,0.0
rgb_20210812_000000_dummy_1824R7_20210812021713Z.jpg,"[348, 116, 112, 176]",11120,0,0.0,494.21,494.21,0.0
rgb_20210812_000000_dummy_1824R7_20210812021713Z.jpg,"[152, 276, 208, 88]",11360,0,0.0,263.5,263.5,0.0
rgb_20210812_000000_dummy_1824R7_20210812021713Z.jpg,"[80, 200, 136, 192]",13136,0,0.0,297.2,297.2,0.0
rgb_20210812_000000_dummy_1824R7_20210812020658Z.jpg,"[364, 248, 216, 136]",15648,0,0.0,203.38,203.38,0.0
rgb_20210812_000000_dummy_1824R7_20210812020658Z.jpg,"[308, 128, 164, 120]",10704,0,0.0,511.69,511.69,0.0
rgb_20210812_000000_dummy_1824R7_20210812020658Z.jpg,"[72, 128, 224, 116]",12816,0,0.0,562.39,562.39,0.0
rgb_20210812_000000_dummy_1824R7_20210812020658Z.jpg,"[212, 160, 120, 192]",11760,0,0.0,416.94,416.94,0.0
rgb_20210812_000000_dummy_1824R7_20210812020154Z.jpg,"[292, 140, 128, 184]",11024,0,0.0,647.03,647.03,0.0
rgb_20210812_000000_dummy_1824R7_20210812020154Z.jpg,"[216, 140, 124, 180]",11152,0,0.0,440.5,440.5,0.0
rgb_20210812_000000_dummy_1824R7_20210812020154Z.jpg,"[336, 104, 164, 116]",9632,0,0.0,445.73,445.73,0.0
rgb_20210812_000000_dummy_1824L1_20210812071331Z_end.jpg,"[160, 120, 212, 176]",14576,0,0.0,282.86,282.86,0.0
rgb_20210812_000000_dummy_1824L1_20210812070827Z.jpg,"[312, 124, 112, 224]",13504,0,0.0,487.83,487.83,0.0
rgb_20210812_000000_dummy_1824L1_20210812070827Z.jpg,"[216, 124, 108, 256]",14976,0,0.0,662.09,662.09,0.0
rgb_20210812_000000_dummy_1824L1_20210812070323Z.jpg,"[308, 124, 252, 140]",16192,0,0.0,619.1,619.1,0.0
rgb_20210812_000000_dummy_1824L1_20210812070323Z.jpg,"[276, 176, 156, 160]",13248,0,0.0,418.03,418.03,0.0
rgb_20210812_000000_dummy_1824L1_20210812065818Z.jpg,"[104, 24, 216, 180]",16448,0,0.0,694.21,694.21,0.0
rgb_20210812_000000_dummy_1824L1_20210812065818Z.jpg,"[288, 136, 120, 196]",12736,0,0.0,500.48,500.48,0.0
rgb_20210812_000000_dummy_1824L1_20210812065314Z.jpg,"[288, 144, 80, 244]",13840,0,0.0,671.55,671.55,0.0
rgb_20210812_000000_dummy_1824L1_20210812065314Z.jpg,"[40, 80, 264, 100]",16848,0,0.0,614.27,614.27,0.0
rgb_20210812_000000_dummy_1824L1_20210812064811Z.jpg,"[300, 136, 76, 308]",16224,0,0.0,686.68,686.68,0.0
rgb_20210812_000000_dummy_1824L1_20210812064811Z.jpg,"[184, 124, 128, 228]",13696,0,0.0,671.08,671.08,0.0
rgb_20210812_000000_dummy_1824L1_20210812063805Z.jpg,"[372, 136, 200, 120]",13856,0,0.0,267.19,267.19,0.0
rgb_20210812_000000_dummy_1824L1_20210812063805Z.jpg,"[304, 140, 76, 220]",12960,0,0.0,616.98,616.98,0.0
rgb_20210812_000000_dummy_1824L1_20210812063302Z.jpg,"[340, 176, 224, 116]",15760,0,0.0,227.86,227.86,0.0
rgb_20210812_000000_dummy_1824L1_20210812062758Z.jpg,"[324, 132, 208, 84]",12032,0,0.0,476.1,476.1,0.0
rgb_20210812_000000_dummy_1824L1_20210812062758Z.jpg,"[80, 84, 132, 216]",15536,0,0.0,285.48,285.48,0.0
rgb_20210812_000000_dummy_1824L1_20210812062758Z.jpg,"[180, 128, 172, 188]",14304,0,0.0,664.52,664.52,0.0
rgb_20210812_000000_dummy_1824L1_20210812062254Z.jpg,"[112, 128, 200, 180]",15792,0,0.0,652.2,652.2,0.0
rgb_20210812_000000_dummy_1824L1_20210812061246Z.jpg,"[424, 120, 184, 152]",13584,0,0.0,233.13,233.13,0.0
rgb_20210812_000000_dummy_1824L1_20210812061246Z.jpg,"[340, 120, 100, 208]",13088,0,0.0,676.13,676.13,0.0
rgb_20210812_000000_dummy_1824L1_20210812061246Z.jpg,"[388, 264, 196, 152]",15264,0,0.0,229.02,229.02,0.0
rgb_20210812_000000_dummy_1824L1_20210812060742Z.jpg,"[164, 128, 156, 188]",13568,0,0.0,450.36,450.36,0.0
rgb_20210812_000000_dummy_1824L1_20210812060742Z.jpg,"[112, 304, 232, 136]",16416,0,0.0,286.55,286.55,0.0
rgb_20210812_000000_dummy_1824L1_20210812060742Z.jpg,"[408, 128, 196, 144]",14400,0,0.0,224.12,224.12,0.0
rgb_20210812_000000_dummy_1824L1_20210812060742Z.jpg,"[312, 144, 132, 260]",14912,0,0.0,677.44,677.44,0.0
rgb_20210812_000000_dummy_1824L1_20210812060238Z.jpg,"[272, 160, 156, 216]",16432,0,0.0,240.36,240.36,0.0
rgb_20210812_000000_dummy_1824L1_20210812060238Z.jpg,"[408, 124, 204, 108]",13088,0,0.0,257.44,257.44,0.0
rgb_20210812_000000_dummy_1824L1_20210812060238Z.jpg,"[392, 232, 192, 184]",16016,0,0.0,220.74,220.74,0.0
rgb_20210812_000000_dummy_1824L1_20210812055734Z.jpg,"[96, 188, 236, 128]",16032,0,0.0,242.54,242.54,0.0
rgb_20210812_000000_dummy_1824L1_20210812055734Z.jpg,"[76, 36, 192, 168]",15504,0,0.0,257.43,257.43,0.0
rgb_20210812_000000_dummy_1824L1_20210812055734Z.jpg,"[316, 220, 204, 180]",17520,0,0.0,228.23,228.23,0.0
rgb_20210812_000000_dummy_1823R7_20210812060047Z.jpg,"[180, 228, 184, 124]",11712,0,0.0,598.81,598.81,0.0
rgb_20210812_000000_dummy_1823R7_20210812060047Z.jpg,"[288, 128, 124, 224]",12304,0,0.0,648.08,648.08,0.0
rgb_20210812_000000_dummy_1823R7_20210812055536Z.jpg,"[136, 160, 216, 164]",15184,0,0.0,222.76,222.76,0.0
rgb_20210812_000000_dummy_1823R7_20210812055536Z.jpg,"[328, 116, 192, 172]",14816,0,0.0,242.96,242.96,0.0
rgb_20210812_000000_dummy_1823R7_20210812055029Z.jpg,"[148, 160, 200, 168]",14928,0,0.0,220.87,220.87,0.0
rgb_20210812_000000_dummy_1823R7_20210812055029Z.jpg,"[476, 200, 116, 212]",12736,0,0.0,217.35,217.35,0.0
rgb_20210812_000000_dummy_1823R7_20210812055029Z.jpg,"[336, 140, 160, 172]",13584,0,0.0,272.5,272.5,0.0
rgb_20210812_000000_dummy_1823R7_20210812054519Z.jpg,"[328, 148, 120, 200]",14240,0,0.0,246.21,246.21,0.0
rgb_20210812_000000_dummy_1823R7_20210812054519Z.jpg,"[88, 92, 136, 228]",16128,0,0.0,223.03,223.03,0.0
rgb_20210812_000000_dummy_1823R7_20210812054519Z.jpg,"[156, 228, 188, 132]",12160,0,0.0,289.33,289.33,0.0
rgb_20210812_000000_dummy_1823R7_20210812054013Z.jpg,"[356, 156, 88, 200]",11088,0,0.0,518.32,518.32,0.0
rgb_20210812_000000_dummy_1823R7_20210812054013Z.jpg,"[88, 92, 124, 228]",16768,0,0.0,216.71,216.71,0.0
rgb_20210812_000000_dummy_1823R7_20210812054013Z.jpg,"[252, 132, 144, 180]",12160,0,0.0,632.69,632.69,0.0
rgb_20210812_000000_dummy_1823R7_20210812053504Z.jpg,"[92, 96, 180, 180]",13632,0,0.0,291.47,291.47,0.0
rgb_20210812_000000_dummy_1823R7_20210812053504Z.jpg,"[200, 44, 216, 136]",14784,0,0.0,216.13,216.13,0.0
rgb_20210812_000000_dummy_1823R7_20210812053504Z.jpg,"[216, 176, 208, 180]",14832,0,0.0,260.83,260.83,0.0
rgb_20210812_000000_dummy_1823R7_20210812053504Z.jpg,"[348, 256, 196, 88]",11536,0,0.0,276.86,276.86,0.0
rgb_20210812_000000_dummy_1823R7_20210812053000Z.jpg,"[208, 48, 208, 148]",14656,0,0.0,220.67,220.67,0.0
rgb_20210812_000000_dummy_1823R7_20210812053000Z.jpg,"[120, 240, 216, 124]",13456,0,0.0,632.81,632.81,0.0
rgb_20210812_000000_dummy_1823R7_20210812053000Z.jpg,"[152, 88, 176, 188]",13216,0,0.0,221.66,221.66,0.0
rgb_20210812_000000_dummy_1823R7_20210812053000Z.jpg,"[336, 240, 208, 104]",12096,0,0.0,252.04,252.04,0.0
rgb_20210812_000000_dummy_1823R7_20210812052455Z.jpg,"[212, 56, 204, 136]",14496,0,0.0,229.46,229.46,0.0
rgb_20210812_000000_dummy_1823R7_20210812052455Z.jpg,"[444, 64, 140, 216]",17200,0,0.0,205.27,205.27,0.0
rgb_20210812_000000_dummy_1823R7_20210812052455Z.jpg,"[272, 160, 104, 176]",10304,0,0.0,491.09,491.09,0.0
rgb_20210812_000000_dummy_1823R7_20210812052455Z.jpg,"[144, 216, 196, 144]",12608,0,0.0,653.21,653.21,0.0
rgb_20210812_000000_dummy_1823R7_20210812051951Z.jpg,"[228, 48, 196, 144]",13488,0,0.0,259.07,259.07,0.0
rgb_20210812_000000_dummy_1823R7_20210812051951Z.jpg,"[316, 144, 116, 204]",11856,0,0.0,646.34,646.34,0.0
rgb_20210812_000000_dummy_1823R7_20210812051951Z.jpg,"[348, 256, 220, 104]",12528,0,0.0,611.79,611.79,0.0
rgb_20210812_000000_dummy_1823R7_20210812051446Z.jpg,"[124, 52, 216, 140]",16016,0,0.0,223.53,223.53,0.0
rgb_20210812_000000_dummy_1823R7_20210812051446Z.jpg,"[96, 288, 240, 80]",13120,0,0.0,579.24,579.24,0.0
